source,count,message_shape
culture_template,1,Gfx culture western_building_gfx in frost_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture sami_clothing_gfx in frost_goliath doesn't match existing sequence in sami
culture_template,1,Gfx culture northern_unit_gfx in frost_goliath doesn't match existing sequence in latgalian
culture_template,1,Gfx culture balto_finnic_group_coa_gfx in frost_goliath doesn't match existing sequence in finnish
culture_template,1,Gfx culture western_building_gfx in half_giant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_clothing_gfx in half_giant doesn't match existing sequence in vepsian
culture_template,1,Gfx culture northern_unit_gfx in half_giant doesn't match existing sequence in latgalian
culture_template,1,Gfx culture ugro_permian_group_coa_gfx in half_giant doesn't match existing sequence in komi
culture_template,1,Gfx culture mediterranean_building_gfx in gontese doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in gontese doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in gontese doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in gontese doesn't match existing sequence in gothic
culture_template,1,Gfx culture mediterranean_building_gfx in dusker doesn't match existing sequence in gothic
culture_template,1,Gfx culture french_clothing_gfx in dusker doesn't match existing sequence in frankish
culture_template,1,Gfx culture western_unit_gfx in dusker doesn't match existing sequence in pictish
culture_template,1,Gfx culture occitan_coa_gfx in dusker doesn't match existing sequence in occitan
culture_template,1,Gfx culture mediterranean_building_gfx in windriser doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in windriser doesn't match existing sequence in pictish
culture_template,1,Gfx culture western_unit_gfx in windriser doesn't match existing sequence in pictish
culture_template,1,Gfx culture latin_group_coa_gfx in windriser doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_building_gfx in eskornar doesn't match existing sequence in latgalian
culture_template,1,Gfx culture cornish_clothing_gfx in eskornar doesn't match existing sequence in cornish
culture_template,1,Gfx culture western_unit_gfx in eskornar doesn't match existing sequence in pictish
culture_template,1,Gfx culture irish_coa_gfx in eskornar doesn't match existing sequence in irish
culture_template,1,Gfx culture mediterranean_building_gfx in shyran doesn't match existing sequence in gothic
culture_template,1,Gfx culture french_clothing_gfx in shyran doesn't match existing sequence in frankish
culture_template,1,Gfx culture western_unit_gfx in shyran doesn't match existing sequence in pictish
culture_template,1,Gfx culture occitan_coa_gfx in shyran doesn't match existing sequence in occitan
culture_template,1,Gfx culture iranian_building_gfx in amran doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in amran doesn't match existing sequence in brahui
culture_template,1,Gfx culture western_unit_gfx in amran doesn't match existing sequence in pictish
culture_template,1,Gfx culture iranian_group_coa_gfx in amran doesn't match existing sequence in persian
culture_template,1,Gfx culture tibetan_building_gfx in wuhaltai doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in wuhaltai doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in wuhaltai doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in wuhaltai doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in issacortae doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in issacortae doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in issacortae doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in issacortae doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in pazruki doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in pazruki doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in pazruki doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in pazruki doesn't match existing sequence in bodpa
culture_template,1,Gfx culture tibetan_building_gfx in tayanulchi doesn't match existing sequence in nepali
culture_template,1,Gfx culture tangut_clothing_gfx in tayanulchi doesn't match existing sequence in tangut
culture_template,1,Gfx culture eastern_unit_gfx in tayanulchi doesn't match existing sequence in greek
culture_template,1,Gfx culture tibetan_group_coa_gfx in tayanulchi doesn't match existing sequence in bodpa
culture_template,1,Gfx culture iranian_building_gfx in kochar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in kochar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in kochar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in kochar doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in aslanlar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in aslanlar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in aslanlar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in aslanlar doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in djen doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in djen doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in djen doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in djen doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in tethan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in tethan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in tethan doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in tethan doesn't match existing sequence in persian
culture_template,1,Gfx culture iranian_building_gfx in arnadar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in arnadar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in arnadar doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in arnadar doesn't match existing sequence in persian
culture_template,1,Gfx culture iberian_building_gfx in nelanthern doesn't match existing sequence in andalusian
culture_template,1,Gfx culture iberian_muslim_clothing_gfx in nelanthern doesn't match existing sequence in andalusian
culture_template,1,Gfx culture western_unit_gfx in nelanthern doesn't match existing sequence in pictish
culture_template,1,Gfx culture iberian_group_coa_gfx in nelanthern doesn't match existing sequence in basque
culture_template,1,Gfx culture iranian_building_gfx in shoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in shoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in shoon doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in shoon doesn't match existing sequence in persian
culture_template,1,Gfx culture mediterranean_building_gfx in borderer doesn't match existing sequence in gothic
culture_template,1,Gfx culture western_clothing_gfx in borderer doesn't match existing sequence in pictish
culture_template,1,Gfx culture iranian_unit_gfx in borderer doesn't match existing sequence in brahui
culture_template,1,Gfx culture latin_group_coa_gfx in borderer doesn't match existing sequence in gothic
culture_template,1,Gfx culture african_building_gfx in turmic doesn't match existing sequence in akan
culture_template,1,Gfx culture african_clothing_gfx in turmic doesn't match existing sequence in akan
culture_template,1,Gfx culture iranian_unit_gfx in turmic doesn't match existing sequence in brahui
culture_template,1,Gfx culture central_african_group_coa_gfx in turmic doesn't match existing sequence in kanuri
culture_template,1,Gfx culture iranian_building_gfx in skulk doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_clothing_gfx in skulk doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_unit_gfx in skulk doesn't match existing sequence in brahui
culture_template,1,Gfx culture iranian_group_coa_gfx in skulk doesn't match existing sequence in persian
culture_template,1,Gfx culture japanese_building_gfx in kozakuran doesn't match existing sequence in japanese
culture_template,1,Gfx culture japanese_clothing_gfx in kozakuran doesn't match existing sequence in japanese
culture_template,1,Gfx culture chinese_unit_gfx in kozakuran doesn't match existing sequence in han
culture_template,1,Gfx culture japanese_coa_gfx in kozakuran doesn't match existing sequence in japanese
culture_template,1,Gfx culture japanese_building_gfx in wanese doesn't match existing sequence in japanese
culture_template,1,Gfx culture japanese_clothing_gfx in wanese doesn't match existing sequence in japanese
culture_template,1,Gfx culture chinese_unit_gfx in wanese doesn't match existing sequence in han
culture_template,1,Gfx culture japanese_coa_gfx in wanese doesn't match existing sequence in japanese
culture_template,1,Gfx culture chinese_building_gfx in koryoan doesn't match existing sequence in han
culture_template,1,Gfx culture korean_clothing_gfx in koryoan doesn't match existing sequence in goryeo
culture_template,1,Gfx culture chinese_unit_gfx in koryoan doesn't match existing sequence in han
culture_template,1,Gfx culture chinese_group_coa_gfx in koryoan doesn't match existing sequence in han
culture_template,1,Gfx culture east_slavic_clothing_gfx in raumviran doesn't match existing sequence in russian
culture_template,1,Gfx culture eastern_unit_gfx in raumviran doesn't match existing sequence in greek
culture_template,1,Gfx culture east_slavic_clothing_gfx in rashemi doesn't match existing sequence in russian
