id,kind,faerun_file,vanilla_file,status,changed_keys,uses_faerun_mechanic,vanilla_dup_count,faerun_dup_count
1012,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,bloodlines;objectives,1,1
1013,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1014,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,religion_group;weight_multiplier,,1,1
1015,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,trigger,,1,1
1016,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1017,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,option,,1,1
1018,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,trigger,,1,1
1019,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,modified,trigger,,1,1
1028,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1029,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1030,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1031,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,objectives,1,1
1032,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1033,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,objectives,1,1
1034,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1035,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1036,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1037,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,objectives,1,1
1038,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1039,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,objectives,1,1
1040,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1041,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,objectives,1,1
1042,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1043,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1044,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
1045,character_event,events/personality_traits_events.txt,events/personality_traits_events.txt,kept,,,1,1
